sentence;cleanliness;food/drinks;location;room amenities;staff;other
The breakfast was good with more selections than we expected.;0;1;0;0;0;0
We would definitely stay here again if in the area.;0;0;1;0;0;0
My husband and I spent our 18 year anniversary here with a group of friends.;0;0;0;0;0;1
We loved this hotel.;0;0;0;0;0;0
Everyone from the management to the staff were so wonderful.;0;0;0;0;1;0
We would definitely stay here again.;0;0;0;0;0;0
We have never slept better and it was just a wonderful room and great breakfast as well.;0;1;0;1;0;0
We shall come back soon.;0;0;0;0;0;0
Was very nice and beautiful establishment.;0;0;0;0;0;0
Very clean and the staff was very nice.;1;0;0;0;1;0
We arrived early so ask the young lady at counter if we could check in little early.;0;0;0;0;0;1
She said rooms are not clean yet.;1;0;0;1;0;0
Didnt offer to call us when available.;0;0;0;0;0;0
Not very pleasant personality as if she doesnt care about customers.;0;0;0;0;0;0
Didnt apologize or seem sympathetic.;0;0;0;0;0;0
Bathroom needs  ventilation.;0;0;0;1;0;0
Breakfast had no eggs except boiled.;0;1;0;0;0;0
Biscuits were doughy.;0;1;1;1;1;0
Beautiful setting.;0;0;0;0;0;0
Peaceful  quiet.;0;0;0;0;0;1
Excellent staff.;0;0;0;0;1;0
Neat  clean facility/room.;1;0;0;1;0;0
Comfortable bed with lots of pillows.;0;0;0;0;0;0
Beautiful Mountain getaway.;0;0;0;0;0;0
Buffet was excellent scenery great.;0;1;0;0;0;0
One of the better options for the area.;0;0;1;0;0;0
Beautiful grounds.;0;0;0;0;0;0
Stay was good.;0;0;0;0;0;0
Room clean.;1;0;0;1;0;0
Bed comfy.;0;0;0;0;0;0
Breakfast could have been better.;0;1;0;0;0;0
Ran out of stuff at 9 am.;0;0;0;0;0;0
Chief Logan Resort is Wonderful.;0;0;0;0;0;0
From the Staff to the Rooms I personally wouldn’t stay anyplace else.;0;0;0;1;1;0
Me and my wife have been here several times the people are always friendly it's a beautiful area and well maintained Lodge.;0;0;1;0;1;0
Loved the place and staff.;0;0;0;0;1;0
Would definitely go back again!! !;0;0;0;0;0;0
Have stayed here 3times now Great experience every time.;0;0;0;0;0;0
Love the complimentary breakfast;0;1;0;0;0;0
Great room and friendly atmosphere.;0;0;0;1;1;0
We were pleased and enjoyed a clean comfortable stay.;1;0;0;0;0;0
Very nice place!!;0;0;0;0;0;0
Quiet.;0;0;0;0;0;1
Great friendly staff.;0;0;0;0;1;0
Kids love the pool!;0;0;0;0;0;0
Room was great and bed was comfy!!!;0;0;0;1;0;0
We love it!!;0;0;0;0;0;0
Have stayed here several times!;0;0;0;0;0;0
Enjoy WV State Parks.;0;0;0;0;0;0
Here at Chief Logan for the first time and not disappointed !;0;0;0;0;0;0
Check in was usual.;0;0;0;0;0;1
No hone and very bad internet.;0;0;0;0;0;1
The food in the restaurant was far below what I expected.;0;1;0;0;0;0
My room as the clean until 5.;1;0;0;1;0;0
The parking lot was crowded with construction workers being loud and drinking beer.;0;1;0;0;0;0
I spent most of my time in a parking lots t in a fairly nearby strip mall on the phone and conducting business the purpose behind the trip.;0;0;1;0;0;0
The Mexican workers should be reminded that some American do speak Spanish!;0;0;0;0;0;0
Overall our experience was great.;0;0;0;0;0;0
There were 2 flaws with our room.;0;0;0;1;0;0
The air conditioner was leaking and the exhaust fan was broken.;0;0;0;1;0;0
The view was absolutely beautiful.;0;0;0;0;0;0
We would definitely stay again.;0;0;0;0;0;0
Very centrally located.;0;0;0;0;0;0
Staff were friendly and very helpful with suggestions and guidance.;0;0;0;0;1;0
The walls are thin so noise from the hallway is an issue in the morning but if you are an early riser or use earplugs don’t let that deter you.;0;0;0;0;0;0
My wife and I were very happy with our stay here!;0;0;0;0;0;0
We were there just for lunch and I had a fast so I can't comment on the taste of the food.;0;1;0;0;0;0
But my colleagues said that the food was good.;0;1;0;0;0;0
They had verities of foods and drinks.;0;1;0;0;0;0
And everyone was enjoying the lunch so it was worth it.;0;1;0;0;0;0
All the decorations interior furniture here is up to the mark.;0;0;0;0;0;0
The staff was very friendly but one thing that disappointed me that they didn't allowed me play ping-pong because of some timing issues or whatever.;0;0;0;0;1;0
But it was still worth it.;0;0;0;0;0;0
Very good hotel for stay and for food.;0;1;0;0;0;0
The service is very good and they keep the place very clean and it's pet friendly .;1;0;0;0;1;0
I enjoyed taking my dogs to this place .;0;0;0;0;0;0
Nice place to live for a perfect holiday.;0;0;0;0;0;0
Helping staff  good amenities.;0;0;0;0;1;0
Easily accessible to main market of lonavala.;0;0;0;0;0;0
Good facility.;0;0;0;0;0;0
Helpful staff.;0;0;0;0;1;0
Quality food.;0;1;0;0;0;0
Overall awesome experience.;0;0;0;0;0;0
Moneys worth.;0;0;0;0;0;0
Hotel and service is very good.;0;0;0;0;1;0
Location is in the market itself.;0;0;1;0;0;0
Rooms are nice ambience was good and food was excellent as well.;0;1;0;1;0;0
The only minus point was that there was no recreational activity.;0;0;0;0;0;0
The carrom board was poorly maintained  as was the table tennis.;0;0;0;0;0;0
Also the rooms don't have any views if you want a view and the executive room is quite small but beautiful nonetheless.;0;0;0;1;0;0
Also there is no extra space to roam in the vicinity and for doing anything else that's why the one star less.;0;0;1;0;0;0
But overall if u want location accessibility wise service and good food this place is great.;0;1;1;0;1;0
It's a good hotel.;0;0;0;0;0;0
Room service is fast.;0;0;0;1;1;0
Staff is good.;0;0;0;0;1;0
Location is near to the highway and station.;0;0;1;0;0;0
Rooms are good and spacious.;0;0;0;1;0;0
Location was near main market.;0;0;1;0;0;0
Rooms were neatly maintained.;0;0;0;1;0;0
Swimming area was open to watch even by visitors.;0;0;1;0;0;0
Had breakfast would rate 2/5.;0;1;0;0;0;0
No taste and less variety.;0;0;0;0;0;0
Have paid 7500 for a room which was not worth 7500.;0;0;0;1;0;0
Nice place for a night's stay.;0;0;0;0;0;0
It is a hotel and not a resort as name suggests.;0;0;0;0;0;0
Charges are on the higher side for a kind of property it is.;0;0;0;0;0;1
✓You can come here if other rooms are costing you exhorbitantly high.;0;0;0;1;0;0
✓Rooms are quite bigger in size. ;0;0;0;1;0;0
A good place for a family outing good ambience and friendly reception.;0;0;0;0;1;0
Pool is good.;0;0;0;0;0;0
Very near from city centre parking space freely available.;0;0;1;0;0;0
Food is served well and tasty also.;0;1;0;0;0;0
Local transportation for tours also arranged at reasonable price;0;0;0;0;0;0
Not good !not facility!;0;0;0;0;0;0
No management No system!;0;0;0;0;0;0
Food quantity not good Behaviour not good;0;1;0;0;0;0
7000/ni8 paid  Rooms like 700/night Breakfast bread they don't provide roasted bread no spoon  They are interested in outdoor customer for restaurant  They think that they are giving free breakfast and doing donation for customers  Do teeth and muscle exercise;0;1;0;1;0;0
Overall It was ok breakfast was rubbish swimming pool very dirty room was ok;1;1;0;1;0;0
Overall resort is good but services to be improved.;0;0;0;0;1;0
You have to ask again again for toiletries.;0;0;0;0;0;0
Package was including wifi but wifi was not provided.;0;0;0;0;0;0
Lift was also malfunctioning often.;0;0;0;0;0;0
Water park and location is excellent.;0;0;1;0;0;0
stay Is just ok. moreover issues with payment part.;0;0;0;0;0;1
hotel denied to share invoice  had issues with billing.;0;0;0;0;0;0
Good for water park but hotel condition needs to improve.;0;0;1;1;0;0
Cleanliness is the main factor of rooms which needs to improve along with proper AC functioning.;0;0;0;1;0;0
The restaurant food is very good.;0;1;0;0;0;0
Was good location was nice and the water park is an added bonus;0;0;1;0;0;0
A very bad experience very rude front deskextra charges and zero customer service.;0;0;0;0;1;0
They are only bothered about charging you for every little thing.;0;0;0;0;0;0
I would not recommend even if free.;0;0;0;0;0;0
Water park was the best part of the trip reception and staff showed good hospitality amusement arcade staff was uninterested cleanliness of changing rooms toilets wash rooms was an issue;0;0;0;1;1;0
Over all experience was generally okay.;0;0;0;0;0;0
Hotel Execurive suite was priced very expensive 52k for 2 nights over weekend.;0;0;0;0;0;1
Value for money not recd.;0;0;0;0;0;1
It included only breakfast.;0;1;0;0;0;0
Swimming water was slightly green in color or rather unhygenic.;0;0;0;0;0;0
I have at better hotels 3/4 star rating at much competitive rates;0;0;0;0;0;0
It was a good experience staying at Lagoona room was excellent food was okay but the Buffet dinner was not up to the mark was not even value for the money need to check out.;0;1;0;1;0;0
Over all it was a good staying. Thanks;0;0;0;0;0;0
It’s was good experience .it was our second trip to lagoona and it was amazing.the view is too good and most important it’s not located in crowded place.;0;0;0;0;0;1
The room was very clean and hospitable.;1;0;0;1;0;0
The staff were friendly and helpful.;0;0;0;0;1;0
At Lonavala  The lagoona resort  Locationamenitiesservicecleanliness of hotel and room all superb up to mark.......great place to visit;0;0;0;1;0;0
Food was very nice..;0;1;0;0;0;0
It was a great stay in in the Lagoona.;0;0;0;0;0;0
Lobby was good.;0;0;0;0;0;0
In Breakfast had lot of options.;0;1;0;0;0;0
Breast fast serving was in beautiful location;0;0;1;0;0;0
Hotel has reasonable good facilities.;0;0;0;0;0;0
It's value can be increased by provision of gymnasium and sports activities.;0;0;0;0;0;1
overall experience was good  but a little improvement on service speed will make it better.;0;0;0;0;1;0
personal opinion will be to improve on the gaming zone area for kids as well as for adults e.g  snooker etc.;0;0;1;0;0;0
otherwise food and other facilites were nice .;0;1;0;0;0;0
but still scope of impreovement on menu can be added .;0;1;0;0;0;0
Overall Good.;0;0;0;0;0;0
It was not a great at all the door was stuck and my mum was in the room and unable to open the door and even from the outside .;0;0;0;1;0;0
The hotel person had to change the lock which was inconvenient for me waiting to get the stuff fixed and spending my time;0;0;0;0;0;0
Its more of hotel than resort.no wow feeling.not more than rs1500 per day worth.Very old property with no maintenance.;0;0;0;0;0;1
swimming pool is dirty and not worth bath.only consolation was the food.overall not worth stay and recommendation.;1;0;0;0;0;0
Room was not ready.;0;0;0;1;0;0
On the third floor and lift was out or order.;0;0;0;0;0;0
Bathroom facility was basic.;0;0;0;1;0;0
No fridge in the room to put my medication in.;0;0;0;1;0;0
No hair dryer.;0;0;0;0;0;0
Old towels.;0;0;0;0;0;0
Small tv.;0;0;0;1;0;0
Cleanliness of the kitchen was iffy.;0;0;0;1;0;0
Crockery too old.;0;0;1;1;0;0
Wifi only available by the reception desk.;0;0;0;0;1;0
Wouldn't visit this again.;0;0;0;0;0;0
Stayed two nights here with our party of three.;0;0;0;0;0;0
The facility was clean and very well kept.;1;0;0;0;0;0
Probably my only complaint was that the beds were a bit on the hard side but if you're only staying a night or two it probably isn't a big deal.;0;0;0;0;0;0
We did not use the pool but the water looked pristine and the area clean and well maintained!;1;0;1;0;0;0
Good experience you feel safety in this small motel.;0;0;1;1;1;0
Room clean and quiet.;1;0;0;1;0;0
Could walk to restaurants and cafes.;0;0;1;0;0;0
Dazzling security lights shone into the room all night.;0;0;0;1;0;0
Smoke entered the room from smokers' table a few feet away;0;0;0;1;0;0
Room was clean and looked recently remodeled.;1;0;0;1;0;0
Shower warmed quickly which was greatly appreciated after a long hike.;0;0;0;1;0;0
Parking was free and right in front of the room.;0;0;0;1;0;0
I would stay here again.;0;0;0;0;0;0
Owners are rude and unhelpful.;0;0;0;0;1;0
Was told I couldn't check in until 2:00 pm even though my confirmation sheet said 1:00 pm.;0;0;0;0;0;0
I told him I needed to use the restroom very badly and he told me to walk to the McDonalds down the street.;0;0;1;0;0;0
I'm 70 years old and not what I needed to hear.;0;0;0;1;0;0
Room clean and perfectly located Front desk may give you hard time due to computer issue;1;0;0;1;0;0
Nice bathroom room was nicer than I would have expected from the modest motel setup.;0;0;0;1;0;0
I didn't use the coin laundry but it's a nice option when you just got off the trails.;0;0;0;0;0;0
Very relaxed place.;0;0;0;0;0;0
It was pretty decent for a one night stay.;0;0;0;0;0;0
The rooms are a little outdated as compared to the Dow Villas but the staff were very friendly and helpful;0;0;0;1;1;0
Very comfortable room;0;0;0;1;0;0
Stayed prior to my hike up Mt Whitney.;0;0;0;0;0;0
Good hotel.;0;0;0;0;0;0
Clean expensive to to limited rooms in the area.;1;0;1;1;0;0
No complaints at all.;0;0;0;0;0;0
Was as expected alth room quite small.;0;0;0;1;0;0
Good choice of places to eat in lone pine all in easy walking distance.;0;0;1;0;0;0
Only concern is that the motel is quite pricey for what you get;0;0;0;0;0;0
The room we stayed in was newly renovated.;0;0;0;1;0;0
It was pretty nice the bed was a little uncomfortable but overall the motel is pretty nice I would recommend it;0;0;0;0;0;0
Easy access.;0;0;0;0;0;0
Friendly staff.;0;0;0;0;1;0
Enough said.;0;0;0;0;0;0
No street noise .;0;0;0;0;0;0
Close to Alabama Hills museum;0;0;0;0;0;0
Conveniently situated close to restaurants.;0;0;0;0;0;0
Easy check-in and secure parking.;0;0;0;0;0;1
We reserved this motel for the night before we went backpacking.;0;0;0;0;0;0
The room was spacious and clean but the furniture and amenities were a little outdated.;1;0;0;1;0;0
The pool was small but clean.;1;0;0;0;0;0
Parking was a little tight.;0;0;0;0;0;0
Comfortable and close to beach but dated decor and facilities.;0;0;0;0;0;1
Great staff!;0;0;0;0;1;0
Ocean view great pricing parking is wonderful love trail straight to beach from hotel;0;0;0;0;0;1
It was a fun place the front office ladies are especially nice!;0;0;0;0;0;0
Nice place!;0;0;0;0;0;0
Wish they had breakfast!;0;1;0;0;0;0
But overall a great value;0;0;0;0;0;0
Beautiful area.;0;0;1;0;0;0
This hotel was quite dated and in need of updates.;0;0;0;0;0;0
Pretty run down but overall clean and quiet.;1;0;0;0;0;0
Beautiful view of the ocean from our 3rd floor room.;0;0;0;1;0;0
We stayed on the 2nd floor and the balcony was a perfect vantage point to see and hear the ocean.;0;0;0;1;0;0
Getting to the beach only takes a few minutes on a very easy path.;0;0;0;0;0;0
The rooms are clean and comfortable.;1;0;0;1;0;0
The hotel is also pet friendly - we even received a treat for our dog at check-in!;0;0;0;0;1;0
Friendly service  restaurant on site was really good.;0;0;0;0;1;0
Nice view from my room on the 3rd floor.;0;0;0;1;0;0
Been going there since I was kid.;0;0;0;0;0;0
No comment.;0;0;0;0;0;0
It was a little underwhelming but pleasant enough.;0;0;0;0;0;0
Close to the beach although a nice walk away Great place for our events;0;0;1;0;0;0
Great view of the ocean.;0;0;0;0;0;1
Easy check in and checkout.;0;0;0;0;0;1
Wonderful stay with my family.;0;0;0;0;0;0
Very close to the beach with balcony and ocean view.;0;0;0;1;0;0
Close to the beach is it.;0;0;0;0;0;0
The place needs some tlc.;0;0;0;0;0;0
Phone didn't work dead bolt lock didn't work wifi didn't work hot tub barely worked.;0;0;0;0;0;1
We a had a fun time.;0;0;0;0;0;0
The only changes I'd make are bring my pillow - the Hotel pillow were truly BAD.;0;0;0;0;0;1
The awful stickers .in the lawn need to go!;0;0;0;0;0;0
Especially with the grandkids along we had constant 'owies' and stickers everywhere.jem;0;0;0;0;0;0
The Chautauqua Lodge's Staff was friendly and provided excellent service.;0;0;0;0;1;0
We had a recently remodeled 3rd floor room very clean with a great view of the grass dunes and ocean.;1;0;0;1;0;0
It is a nice hotel but I thought sence it said ocean view we would be closer the the beach then 1/4 mile from beach with someone with a bad knee it was not that close;0;0;0;0;0;1
Room smelled like wet dog there was dry rot in the bathroom with linoleum over it where you could feel yourself sinking into the floor and if anyone was walking above you it sounded like a stampede.;1;0;1;1;0;0
The noise was the worst part for me.;0;0;0;0;0;0
No fan or air conditioning either.;0;0;0;1;0;0
Great job revolving our room problem quickly.;0;0;0;1;0;0
Made out stay great. Thanks;0;0;0;0;0;0
Nice bright room with very comfortable beds.;0;0;0;1;0;0
The ocean view and the chairs for the balcony in order to enjoy it were great.;0;0;0;1;0;0
We were so happy with the spaciousness of our room.;0;0;0;1;0;0
LOVED that it is right on the beach and close to town!!;0;0;0;0;0;0
We will be back next labor day weekend! !;0;0;0;0;0;0
This hotel fit the bill for the price it was clean but definitely showing it's age.;1;0;0;0;0;0
Run down a bit and not the higher quality you would expect for a bit more money - so we got what we paid for.;0;0;0;0;0;0
The swimming pool was the strangest thing with very little light and the ceiling torn up and nothing comfortable to sit on while observing older kids swimming.;0;0;0;0;0;0
Again it matched up with the under 100 for a night.;0;0;0;0;0;0
We booked a two bedroom suite - spacious comfortable just fabulous!;0;0;0;0;0;1
Had a beautiful fully equipped kitchen...didn’t have the chance to use it but it would be ideal for a family.;0;0;0;1;0;0
Excellent facilities and services;0;0;0;0;1;0
located within walking distance to a charming downtown with a variety of wonderful restaurants!;0;0;1;0;0;0
Beautiful property.;0;0;0;0;0;0
Large spacious rooms.;0;0;0;1;0;0
Great amenities.;0;0;0;0;0;0
Walking distance to Downtown Napa.;0;0;1;0;0;0
Lovely hotel.;0;0;0;0;0;0
Extremely convenient.;0;0;0;0;0;0
One of the most comfortable beds I have slept in ever!;0;0;0;0;0;1
We had to upgrade our room.;0;0;0;1;0;0
The one they assigned us to was facing the parking lot and you had to have the curtains closed due to the sun.;0;0;0;1;0;0
Business and pleasure trip.;0;0;0;0;0;0
We loved the location and outdoor patio area.;0;0;1;0;0;0
Excellent property excellent service.;0;0;0;0;1;0
We had a king size suite for 4 people and there was a constant need for towels.;0;0;0;0;0;0
Every day had to call the front desk or go look for a cleaning person in the hallway to grab a few additional towels.;1;0;0;0;0;0
Last day we didn’t get hands towels at all.;0;0;0;0;0;0
Otherwise all was adequate.;0;0;0;0;0;0
I loved this hotel the staff could not have been nicer or more helpful truly exceptional.;0;0;0;0;1;0
We stayed here unexpectedly due to a cancellation at another hotel.;0;0;0;0;0;0
The king suite was lovely and had an almost full service kitchen.;0;0;0;1;1;0
We were pleasantly surprised.;0;0;0;0;0;0
The cleaning staff could have done a better job floors were not mopped during our stay and our room was missed one day.;0;0;0;1;1;0
The pool area is nice but bar service would be appreciated  at the  pool.;0;0;0;0;1;0
The staff were helpful and friendly!;0;0;0;0;1;0
Overall a good experience.;0;0;0;0;0;0
This hotel is right across from the wine train and a 5-minute walk from the downtown restaurants and tasting rooms.;0;1;1;1;0;0
We stayed for July 4 and it was so nice to avoid traffic by walking to the fireworks and to be home within 10 minutes of the fireworks being done.;0;0;1;0;0;0
The hotel staff is friendly.;0;0;0;0;1;0
The place is clean.;1;0;0;0;0;0
The pool is nice.;0;0;0;0;0;0
We'll be back next year!;0;0;0;0;0;0
The hotel is conveniently located near Oxbow market and a short walk into downtown Napa.;0;0;1;0;0;0
The hotel partners with local wineries and the concierge desk will help you book the tastings.;0;0;0;0;1;0
Cakebread and Pineridge we received free tastings and saved over 125 by using the concierge desk.;0;0;0;0;1;0
Arrival and reaching room was great.;0;0;0;1;0;0
Room was big and had plenty of niceties such as minifridge and small balcony.;0;0;0;1;0;0
Excellent hotel with all amenities.;0;0;0;0;0;0
Heated pool gym big rooms.;0;0;0;1;0;0
Daily wine tastes.;0;1;0;0;0;0
Dog friendly.....and close to downtown Napa.;0;0;0;0;1;0
Walking distance.;0;0;1;0;0;0
Bright clean spacious friendly staff comfortable accommodations!;1;0;0;0;1;0
Close to great restaurants - both casual and upscale.;0;0;0;0;0;0
Loved a morning walk for coffee at nearby oxbow market too!;0;1;1;0;0;0
Great hotel fantastic staff great location!!;0;0;1;0;1;0
Didn't try the restaurant was on the go the whole time.;0;0;0;0;0;0
Pool and spa were popular.;0;0;0;0;0;0
Will definitely be back.;0;0;0;0;0;0
great hotel great service the bed was super comfortable short walk to downtown Napa.;0;0;1;0;1;0
I will definitely be back;0;0;0;0;0;0
Great location.;0;0;1;0;0;0
Older property that needs some maintenance and upgrades: broken hair dryer dirty walls in need of paint etc.;1;0;0;0;0;0
Extreme run down.;0;0;0;0;0;0
Location was good.;0;0;1;0;0;0
They need to put some money in upgrades.;0;0;0;0;0;0
Very nosy as well;0;0;0;0;0;0
The hotel felt more like a motel but that being said location was great staff was wonderful and very accommodating.;0;0;1;0;1;0
And rooms very clean.;1;0;0;1;0;0
there is on parking.;0;0;0;0;0;1
we got there about 1:00 pm they said that we can not check in after 4:pm we left came back about 5 pm there was no parking had to park 1 block away.;0;0;0;0;0;1
rooms were not clean sinks were dirty;1;0;0;1;0;0
The toilet did not close properly after flush therefore it was a hassle to have to get up to reset the lever.;0;0;0;1;0;0
Also all four of the coffee creamer was expired and was not able to be used or consumed.;0;1;0;0;0;0
Hope they will be more deligent to keep them fresh.;0;0;0;0;0;0
Clean and comfortable.;1;0;0;0;0;0
Great value.;0;0;0;0;0;0
Walking distance to Napa town wine tastings and great restaurants.;0;1;1;0;0;0
The motel style facility with the parking in the center court makes for a somewhat noisy environment in the second floor you could hear the maintenance person sweeping at a very early hour service vehicles and the usual traffic of the guess.;0;0;0;0;1;0
As far as location perfect and the front desk very friendly.;0;0;1;0;1;0
No refrigerator.;0;0;0;0;0;0
No microwave.;0;0;0;1;0;0
No phone.;0;0;0;0;0;0
We had a hair dryer fortunately lol;0;0;0;0;0;0
I enjoyed my stay.;0;0;0;0;0;0
The linens were clean crisp and felt great.;1;0;0;0;0;0
Issue with comforter if untuckef just slips off you during the night.;0;0;1;1;1;0
Rate it as a very good high 2 stars.;0;0;0;0;0;0
Hi Perfect small motel.;0;0;0;0;0;0
A bed shower tv and very comfortable.;0;0;0;1;0;0
Only problem is that they recently remodeled - adding more room and not enough car spots.;0;0;0;1;0;0
We had to find parking on the street as the lot was always full.;0;0;0;0;0;0
We stayed during a golf tournament and price was very reasonable;0;0;0;0;0;0
Nice hotel close to downtown shops dining and drinks.;0;1;0;0;0;0
Easily walk to most destinations.;0;0;1;0;0;0
Free parking.;0;0;0;0;0;0
Quick access to major roadways.;0;0;0;0;0;0
This could be a great place with a few fixes.;0;0;0;0;0;0
Lights fixed fan in bathroom.;0;0;0;1;0;0
Say limited free parking at hotel.;0;0;0;0;0;0
Housekeeping halfway did job.;0;0;0;0;0;0
Good price and walking distance to most shops in downtown Napa.;0;0;1;0;0;0
Convenient location but way overpriced for what we got.;0;0;1;0;0;0
I will be disputing this on my credit card.;0;1;1;1;1;0
No rooms so I didn’t stay here.;0;0;0;1;0;0
The staff was friendly caring and seemed to really enjoy working there.;0;0;0;0;1;0
I was there on business so it was for one night.;0;0;0;0;0;0
A good budget conscious decision.;0;0;0;0;0;0
Needed a refurbishment and better pillows;0;0;0;0;0;0
Staff was well informed about what was going on in the area they were very friendly as well.;0;0;1;0;1;0
Facility was in a great location but a little old.;0;0;1;0;0;0
The bathroom was nicely updated.;0;0;0;1;0;0
Good standard and very friendly staff.;0;0;0;0;1;0
Comfortable rooms and a really handy location with plenty of free parking;0;0;1;1;0;0
Sink was clogged in our room and the tub jets looked pretty dirty.;1;0;0;1;0;0
Great!;0;0;0;0;0;0
Nice hotel very clean Breakfast is good.;1;1;0;0;0;0
People very kind and helpful.;0;0;0;0;0;0
Excellent price per room;0;0;0;1;0;0
Fast check in/out.;0;0;0;0;0;1
Room very clean.;1;0;0;1;0;0
Would have been nice to have 2 pouches of coffee instead of one and the bath towels could be bigger.;0;1;0;0;0;0
Great water pressure!;0;0;0;0;0;0
We really liked this motel.;0;0;0;0;0;0
Very well cared for motel.;0;0;0;0;0;0
Good food not too far away.;0;1;1;0;0;0
If in area would stay again;0;0;1;0;0;0
Recently renovated very modern spacious very clean.;1;0;0;0;0;0
Would definitely stay there again.;0;0;0;0;0;0
Well maintained property spacious rooms extremely comfy beds.;0;0;0;1;0;0
very clean  comfortable owner is pleasant and helpful the grounds a well taken care of;1;0;0;0;0;0
Great place;0;0;0;0;0;0
Excellent motel.;0;0;0;0;0;0
I think it was refurnished recently.;0;0;0;0;0;0
All in the room is new from carpet bed bathroom... All clean with no problems.;1;0;0;1;0;0
The only issue is the breakfast area.;0;1;1;0;0;0
Extremely small.;0;0;0;0;0;0
Great people who truly know about keeping pristine accommodations and hospitality Highly recommend;0;0;0;0;0;0
Excellent service;0;0;0;0;1;0
Ok not for family n children though;0;0;0;0;0;0
Very nice staff comfortable room and bed.;0;0;0;1;1;0
Good location no complaints.;0;0;1;0;0;0
The beds are not comfortable at all.;0;0;0;0;0;1
Hard as rocks.;0;0;0;0;0;0
Lots of smoke smell.;1;0;0;0;0;0
No shampoo!;0;0;0;0;0;0
1 hairdryer for entire motel.;0;0;0;1;0;0
Friendly staff but...;0;0;0;0;1;0
The hotel is clean the room was very clean and the staff were extremely friendly.;1;0;0;1;1;0
Providing Breakfast would have been great.;0;1;0;0;0;0
Hotel staff are awesome.;0;0;0;0;1;0
Rooms are clean.;1;0;0;1;0;0
One pillow per bed towels a hit or miss didn't know what to expect everyday was different;0;0;0;0;0;1
The hotel is in a great location.;0;0;1;0;0;0
The staff was very nice and very friendly.;0;0;0;0;1;0
The room was sparce not even one of those cheesey paintings to brighten up the place.;0;0;0;1;0;0
The bed was the worst part.;0;0;0;0;0;0
It was stiff in parts then others it sunk in.;0;0;0;0;0;0
I probably would have been better sleeping in my truck.;0;1;1;1;1;0
Great price and very friendly staff.;0;0;0;0;1;0
Room was clean but foyer coffee area was not that tidy.;1;1;1;1;0;0
Whated a King bed but just got a double.;0;0;0;0;0;1
Stsy was nice.;0;0;0;0;0;0
I needed a pit stop so I found a cheap place to take a nap and head out in the morning.;0;0;0;0;0;1
The worse driveway that any business could have........loaded with holes !;0;0;0;0;0;0
Aside from that the place is clean and very nice.;1;0;0;0;0;0
The blankets have holes in them house keeping make you bring your own trash and towels downstairs to them you always have to ask for towels soap and tissue and people hang out all in front of the place it makes you feel unsafe..;0;0;0;0;0;1
Total not worth the cheaper rate.;0;0;0;0;0;1
Tv barley worked whole hotel smelled like pine sol.;1;0;0;1;0;0
So bad I had to get full refund and leave.;0;0;0;0;0;0
Don’t waste your money or time here.;0;0;0;0;0;0
Great Hotel !;0;0;0;0;0;0
Very clean !;1;0;0;0;0;0
Tasha / The Cleaning lady is very Respectful and Helpful !;1;0;0;1;0;0
We booked a room with a queen bed and got a room with a bed that was just a little bigger than a twin size.;0;0;0;1;0;0
When I questioned staff about it they said it lists that it has a queen bed.;0;0;0;0;1;0
So finally the morning of checkout they sent a maintenance guy to check the bed and he took one look and said yep that is definitely not a queen bed.;0;0;0;0;0;0
Thanks a lot for that timing.;0;0;0;0;0;0
They left food in the room from the people before us plus the mattress was had been soaked in blood we only found out because they left a EKG lead still stuck to the side of the bed.;0;0;0;1;0;0
The bad thing about the whole thing is the front desk new about it and new what happened in at room.;0;0;0;1;0;0
Nice motel close to the beach.;0;0;0;0;0;0
Friendly owner waited up for us for a late check on at 11pm;0;0;0;0;1;0
Very convenient to everything - helpful staff - easy accessible from city;0;0;0;0;1;0
Great sized room with a very comfortable bed.;0;0;0;1;0;0
Heat pump kept room warm as toast and host very helpful;0;0;0;1;0;0
Friendly prompt reception on arrival.;0;0;0;0;1;0
The room was well presented clean and tidy.;1;0;0;1;0;0
The host was knowledgeable and suggested generally places worth visiting based on the reason I was in Napier.;0;0;0;0;0;0
A great place to stay for a couple and the Spa Bath was a great feature.;0;0;0;0;0;1
Great unit comfortable and well appointed.;0;0;0;0;0;1
Awesome location very clean and well maintained.;1;0;1;0;0;0
Great stay.;0;0;0;0;0;0
First time I’ve stayed at this motel.;0;0;0;0;0;0
May consider moving there permanently.;0;0;0;0;0;0
Only down side is there’s not heaps of parking.;0;0;0;0;0;1
10 carparks for 12 units.;0;0;0;0;0;0
Lovely big room very clean great location to kids playground and city centre.;1;0;1;1;0;0
Owners lovely and very accommodating.;0;0;0;0;0;0
no lift to 3rd floor penthouse got charged  65 extra because my wife spilled part of a cup of tea on carpet .Do not go to restaraunt owner recommended next door it is rubbish we would not recommend this property;0;1;0;1;0;0
The room and property were always maintained to the highest level.;0;0;0;1;0;0
The site is a short walk from downtown.;0;0;1;0;0;0
There are numerous walking and bike riding areas nearby.;0;0;1;0;0;0
The owners live onsite and are extremely attentive to any needs or requests.;0;0;0;0;0;0
Lovely place to say the least and our room was very very spacious.;0;0;0;1;0;0
Great spot .;0;0;0;0;0;0
Opposite the seafront .;0;0;0;0;0;0
Handy to Napier township Very comfortable spacious and well equiped.;0;0;0;0;0;1
We has a nice room with a very comfy bed and everything was extremely clean.;1;0;0;1;0;0
