sentence;cleanliness;food/drinks;location;room amenities;staff;other
The Mexican workers should be reminded that some American do speak Spanish!;-;-;-;-;-;-
Overall our experience was great.;-;-;-;-;-;-
There were 2 flaws with our room.;-;-;-;positive;-;-
The air conditioner was leaking and the exhaust fan was broken.;-;-;-;negative;-;-
The view was absolutely beautiful.;-;-;-;-;-;-
We would definitely stay again.;-;-;-;-;-;-
Very centrally located.;-;-;-;-;-;-
Staff were friendly and very helpful with suggestions and guidance.;-;-;-;-;positive;-
The walls are thin so noise from the hallway is an issue in the morning but if you are an early riser or use earplugs don’t let that deter you.;-;-;-;-;-;-
My wife and I were very happy with our stay here!;-;-;-;-;-;-
We were there just for lunch and I had a fast so I can't comment on the taste of the food.;-;positive;-;-;-;-
But my colleagues said that the food was good.;-;negative;-;-;-;-
They had verities of foods and drinks.;-;positive;-;-;-;-
And everyone was enjoying the lunch so it was worth it.;-;positive;-;-;-;-
All the decorations interior furniture here is up to the mark.;-;-;-;-;-;-
The staff was very friendly but one thing that disappointed me that they didn't allowed me play ping-pong because of some timing issues or whatever.;-;-;-;-;positive;-
But it was still worth it.;-;-;-;-;-;-
Very good hotel for stay and for food.;-;positive;-;-;-;-
The service is very good and they keep the place very clean and it's pet friendly .;positive;-;-;-;positive;-
I enjoyed taking my dogs to this place .;-;-;-;-;-;-
Nice place to live for a perfect holiday.;-;-;-;-;-;-
Helping staff  good amenities.;-;-;-;-;positive;-
Easily accessible to main market of lonavala.;-;-;-;-;-;-
Good facility.;-;-;-;-;-;-
Helpful staff.;-;-;-;-;positive;-
Quality food.;-;-;-;-;-;-
Overall awesome experience.;-;-;-;-;-;-
Moneys worth.;-;-;-;-;-;-
Hotel and service is very good.;-;-;-;-;positive;-
Location is in the market itself.;-;-;negative;-;-;-
Rooms are nice ambience was good and food was excellent as well.;-;positive;-;positive;-;-
The only minus point was that there was no recreational activity.;-;-;-;-;-;-
The carrom board was poorly maintained  as was the table tennis.;-;-;-;-;-;-
Also the rooms don't have any views if you want a view and the executive room is quite small but beautiful nonetheless.;-;-;-;positive;-;-
Also there is no extra space to roam in the vicinity and for doing anything else that's why the one star less.;-;-;negative;-;-;-
But overall if u want location accessibility wise service and good food this place is great.;-;positive;positive;-;positive;-
It's a good hotel.;-;-;-;-;-;-
Room service is fast.;-;-;-;positive;positive;-
Staff is good.;-;-;-;-;negative;-
Location is near to the highway and station.;-;-;negative;-;-;-
Rooms are good and spacious.;-;-;-;positive;-;-
Location was near main market.;-;-;negative;-;-;-
Rooms were neatly maintained.;-;-;-;positive;-;-
Swimming area was open to watch even by visitors.;-;-;negative;-;-;-
Had breakfast would rate 2/5.;-;negative;-;-;-;-
No taste and less variety.;-;-;-;-;-;-
Have paid 7500 for a room which was not worth 7500.;-;-;-;negative;-;-
Nice place for a night's stay.;-;-;-;-;-;-
It is a hotel and not a resort as name suggests.;-;-;-;-;-;-
Charges are on the higher side for a kind of property it is.;-;-;-;-;-;-
✓You can come here if other rooms are costing you exhorbitantly high.;-;-;-;negative;-;-
✓Rooms are quite bigger in size. ;-;-;-;positive;-;-
A good place for a family outing good ambience and friendly reception.;-;-;-;-;positive;-
Pool is good.;-;-;-;-;-;-
Very near from city centre parking space freely available.;-;-;positive;-;-;-
Food is served well and tasty also.;-;positive;-;-;-;-
Local transportation for tours also arranged at reasonable price;-;-;-;-;-;-
Not good !not facility!;-;-;-;-;-;-
No management No system!;-;-;-;-;-;-
Food quantity not good Behaviour not good;-;negative;-;-;-;-
7000/ni8 paid  Rooms like 700/night Breakfast bread they don't provide roasted bread no spoon  They are interested in outdoor customer for restaurant  They think that they are giving free breakfast and doing donation for customers  Do teeth and muscle exercise;-;negative;-;negative;-;-
Overall It was ok breakfast was rubbish swimming pool very dirty room was ok;negative;negative;-;negative;-;-
Overall resort is good but services to be improved.;-;-;-;-;positive;-
You have to ask again again for toiletries.;-;-;-;-;-;-
Package was including wifi but wifi was not provided.;-;-;-;-;-;-
Lift was also malfunctioning often.;-;-;-;-;-;-
Water park and location is excellent.;-;-;positive;-;-;-
stay Is just ok. moreover issues with payment part.;-;-;-;-;-;-
hotel denied to share invoice  had issues with billing.;-;-;-;-;-;-
Good for water park but hotel condition needs to improve.;-;-;negative;negative;-;-
Cleanliness is the main factor of rooms which needs to improve along with proper AC functioning.;-;-;-;negative;-;-
The restaurant food is very good.;-;positive;-;-;-;-
Was good location was nice and the water park is an added bonus;-;-;negative;-;-;-
A very bad experience very rude front deskextra charges and zero customer service.;-;-;-;-;negative;-
They are only bothered about charging you for every little thing.;-;-;-;-;-;-
I would not recommend even if free.;-;-;-;-;-;-
Water park was the best part of the trip reception and staff showed good hospitality amusement arcade staff was uninterested cleanliness of changing rooms toilets wash rooms was an issue;-;-;-;negative;negative;-
Over all experience was generally okay.;-;-;-;-;-;-
Hotel Execurive suite was priced very expensive 52k for 2 nights over weekend.;-;-;-;-;-;-
Value for money not recd.;-;-;-;-;-;-
It included only breakfast.;-;-;-;-;-;-
Swimming water was slightly green in color or rather unhygenic.;-;-;-;-;-;-
I have at better hotels 3/4 star rating at much competitive rates;-;-;-;-;-;-
It was a good experience staying at Lagoona room was excellent food was okay but the Buffet dinner was not up to the mark was not even value for the money need to check out.;-;negative;-;negative;-;-
Over all it was a good staying. Thanks;-;-;-;-;-;-
It’s was good experience .it was our second trip to lagoona and it was amazing.the view is too good and most important it’s not located in crowded place.;-;-;-;-;-;-
The room was very clean and hospitable.;positive;-;-;positive;-;-
The staff were friendly and helpful.;-;-;-;-;positive;-
At Lonavala  The lagoona resort  Locationamenitiesservicecleanliness of hotel and room all superb up to mark.......great place to visit;-;-;-;positive;-;-
Food was very nice..;-;positive;-;-;-;-
It was a great stay in in the Lagoona.;-;-;-;-;-;-
Lobby was good.;-;-;-;-;-;-
In Breakfast had lot of options.;-;-;-;-;-;-
Breast fast serving was in beautiful location;-;-;positive;-;-;-
Hotel has reasonable good facilities.;-;-;-;-;-;-
It's value can be increased by provision of gymnasium and sports activities.;-;-;-;-;-;-
overall experience was good  but a little improvement on service speed will make it better.;-;-;-;-;positive;-
personal opinion will be to improve on the gaming zone area for kids as well as for adults e.g  snooker etc.;-;-;positive;-;-;-
otherwise food and other facilites were nice .;-;negative;-;-;-;-
but still scope of impreovement on menu can be added .;-;positive;-;-;-;-
Overall Good.;-;-;-;-;-;-
It was not a great at all the door was stuck and my mum was in the room and unable to open the door and even from the outside .;-;-;-;negative;-;-
The hotel person had to change the lock which was inconvenient for me waiting to get the stuff fixed and spending my time;-;-;-;-;-;-
Its more of hotel than resort.no wow feeling.not more than rs1500 per day worth.Very old property with no maintenance.;-;-;-;-;-;-
swimming pool is dirty and not worth bath.only consolation was the food.overall not worth stay and recommendation.;negative;-;-;-;-;-
Room was not ready.;-;-;-;negative;-;-
On the third floor and lift was out or order.;-;-;-;-;-;-
Bathroom facility was basic.;-;-;-;negative;-;-
No fridge in the room to put my medication in.;-;-;-;negative;-;-
No hair dryer.;-;-;-;-;-;-
Old towels.;-;-;-;-;-;-
Small tv.;-;-;-;negative;-;-
Cleanliness of the kitchen was iffy.;-;-;-;positive;-;-
Crockery too old.;-;-;negative;negative;-;-
Wifi only available by the reception desk.;-;-;-;-;negative;-
Wouldn't visit this again.;-;-;-;-;-;-
Stayed two nights here with our party of three.;-;-;-;-;-;-
The facility was clean and very well kept.;positive;-;-;-;-;-
Probably my only complaint was that the beds were a bit on the hard side but if you're only staying a night or two it probably isn't a big deal.;-;-;-;-;-;-
We did not use the pool but the water looked pristine and the area clean and well maintained!;positive;-;positive;-;-;-
Good experience you feel safety in this small motel.;-;-;negative;negative;negative;-
Room clean and quiet.;positive;-;-;positive;-;-
Could walk to restaurants and cafes.;-;-;positive;-;-;-
Dazzling security lights shone into the room all night.;-;-;-;negative;-;-
Smoke entered the room from smokers' table a few feet away;-;-;-;negative;-;-
Room was clean and looked recently remodeled.;positive;-;-;positive;-;-
Shower warmed quickly which was greatly appreciated after a long hike.;-;-;-;positive;-;-
Parking was free and right in front of the room.;-;-;-;positive;-;-
I would stay here again.;-;-;-;-;-;-
Owners are rude and unhelpful.;-;-;-;-;negative;-
Was told I couldn't check in until 2:00 pm even though my confirmation sheet said 1:00 pm.;-;-;-;-;-;-
I told him I needed to use the restroom very badly and he told me to walk to the McDonalds down the street.;-;-;negative;-;-;-
I'm 70 years old and not what I needed to hear.;-;-;-;negative;-;-
Room clean and perfectly located Front desk may give you hard time due to computer issue;positive;-;-;positive;-;-
Nice bathroom room was nicer than I would have expected from the modest motel setup.;-;-;-;negative;-;-
I didn't use the coin laundry but it's a nice option when you just got off the trails.;-;-;-;-;-;-
Very relaxed place.;-;-;-;-;-;-
It was pretty decent for a one night stay.;-;-;-;-;-;-
The rooms are a little outdated as compared to the Dow Villas but the staff were very friendly and helpful;-;-;-;positive;positive;-
Very comfortable room;-;-;-;positive;-;-
Stayed prior to my hike up Mt Whitney.;-;-;-;-;-;-
Good hotel.;-;-;-;-;-;-
Clean expensive to to limited rooms in the area.;negative;-;negative;negative;-;-
No complaints at all.;-;-;-;-;-;-
Was as expected alth room quite small.;-;-;-;positive;-;-
Good choice of places to eat in lone pine all in easy walking distance.;-;-;positive;-;-;-
Only concern is that the motel is quite pricey for what you get;-;-;-;-;-;-
The room we stayed in was newly renovated.;-;-;-;positive;-;-
It was pretty nice the bed was a little uncomfortable but overall the motel is pretty nice I would recommend it;-;-;-;-;-;-
Easy access.;-;-;-;-;-;-
Friendly staff.;-;-;-;-;positive;-
Enough said.;-;-;-;-;-;-
No street noise .;-;-;-;-;-;-
Close to Alabama Hills museum;-;-;-;-;-;-
Conveniently situated close to restaurants.;-;-;-;-;-;-
Easy check-in and secure parking.;-;-;-;-;-;-
We reserved this motel for the night before we went backpacking.;-;-;-;-;-;-
The room was spacious and clean but the furniture and amenities were a little outdated.;positive;-;-;positive;-;-
The pool was small but clean.;positive;-;-;-;-;-
Parking was a little tight.;-;-;-;-;-;-
Comfortable and close to beach but dated decor and facilities.;-;-;-;-;-;-
Great staff!;-;-;-;-;positive;-
Ocean view great pricing parking is wonderful love trail straight to beach from hotel;-;-;-;-;-;-
It was a fun place the front office ladies are especially nice!;-;-;-;-;-;-
Nice place!;-;-;-;-;-;-
Wish they had breakfast!;-;positive;-;-;-;-
But overall a great value;-;-;-;-;-;-
Beautiful area.;-;-;positive;-;-;-
This hotel was quite dated and in need of updates.;-;-;-;-;-;-
Pretty run down but overall clean and quiet.;positive;-;-;-;-;-
Beautiful view of the ocean from our 3rd floor room.;-;-;-;positive;-;-
We stayed on the 2nd floor and the balcony was a perfect vantage point to see and hear the ocean.;-;-;-;positive;-;-
Getting to the beach only takes a few minutes on a very easy path.;-;-;-;-;-;-
The rooms are clean and comfortable.;positive;-;-;positive;-;-
The hotel is also pet friendly - we even received a treat for our dog at check-in!;-;-;-;-;positive;-
Friendly service  restaurant on site was really good.;-;-;-;-;positive;-
Nice view from my room on the 3rd floor.;-;-;-;positive;-;-
Been going there since I was kid.;-;-;-;-;-;-
No comment.;-;-;-;-;-;-
It was a little underwhelming but pleasant enough.;-;-;-;-;-;-
Close to the beach although a nice walk away Great place for our events;-;-;-;-;-;-
Great view of the ocean.;-;-;-;-;-;-
Easy check in and checkout.;-;-;-;-;-;-
Wonderful stay with my family.;-;-;-;-;-;-
Very close to the beach with balcony and ocean view.;-;-;-;negative;-;-
Close to the beach is it.;-;-;-;-;-;-
The place needs some tlc.;-;-;-;-;-;-
Phone didn't work dead bolt lock didn't work wifi didn't work hot tub barely worked.;-;-;-;-;-;-
We a had a fun time.;-;-;-;-;-;-
The only changes I'd make are bring my pillow - the Hotel pillow were truly BAD.;-;-;-;-;-;-
The awful stickers .in the lawn need to go!;-;-;-;-;-;-
Especially with the grandkids along we had constant 'owies' and stickers everywhere.jem;-;-;-;-;-;-
The Chautauqua Lodge's Staff was friendly and provided excellent service.;-;-;-;-;positive;-
We had a recently remodeled 3rd floor room very clean with a great view of the grass dunes and ocean.;positive;-;-;positive;-;-
It is a nice hotel but I thought sence it said ocean view we would be closer the the beach then 1/4 mile from beach with someone with a bad knee it was not that close;-;-;-;-;-;-
Room smelled like wet dog there was dry rot in the bathroom with linoleum over it where you could feel yourself sinking into the floor and if anyone was walking above you it sounded like a stampede.;negative;-;negative;negative;-;-
The noise was the worst part for me.;-;-;-;-;-;-
No fan or air conditioning either.;-;-;-;negative;-;-
Great job revolving our room problem quickly.;-;-;-;positive;-;-
Made out stay great. Thanks;-;-;-;-;-;-
Nice bright room with very comfortable beds.;-;-;-;positive;-;-
The ocean view and the chairs for the balcony in order to enjoy it were great.;-;-;-;positive;-;-
We were so happy with the spaciousness of our room.;-;-;-;positive;-;-
LOVED that it is right on the beach and close to town!!;-;-;-;-;-;-
We will be back next labor day weekend! !;-;-;-;-;-;-
This hotel fit the bill for the price it was clean but definitely showing it's age.;-;-;-;-;-;-
Run down a bit and not the higher quality you would expect for a bit more money - so we got what we paid for.;-;-;-;-;-;-
The swimming pool was the strangest thing with very little light and the ceiling torn up and nothing comfortable to sit on while observing older kids swimming.;-;-;-;-;-;-
Again it matched up with the under 100 for a night.;-;-;-;-;-;-
We booked a two bedroom suite - spacious comfortable just fabulous!;-;-;-;-;-;-
Had a beautiful fully equipped kitchen...didn’t have the chance to use it but it would be ideal for a family.;-;-;-;positive;-;-
Excellent facilities and services;-;-;-;-;positive;-
located within walking distance to a charming downtown with a variety of wonderful restaurants!;-;-;positive;-;-;-
Beautiful property.;-;-;-;-;-;-
Large spacious rooms.;-;-;-;positive;-;-
Great amenities.;-;-;-;-;-;-
Walking distance to Downtown Napa.;-;-;-;-;-;-
Lovely hotel.;-;-;-;-;-;-
Extremely convenient.;-;-;-;-;-;-
One of the most comfortable beds I have slept in ever!;-;-;-;-;-;-
We had to upgrade our room.;-;-;-;negative;-;-
The one they assigned us to was facing the parking lot and you had to have the curtains closed due to the sun.;-;-;-;negative;-;-
Business and pleasure trip.;-;-;-;-;-;-
We loved the location and outdoor patio area.;-;-;positive;-;-;-
Excellent property excellent service.;-;-;-;-;positive;-
We had a king size suite for 4 people and there was a constant need for towels.;-;-;-;-;-;-
Every day had to call the front desk or go look for a cleaning person in the hallway to grab a few additional towels.;negative;-;-;-;-;-
Last day we didn’t get hands towels at all.;-;-;-;-;-;-
Otherwise all was adequate.;-;-;-;-;-;-
I loved this hotel the staff could not have been nicer or more helpful truly exceptional.;-;-;-;-;positive;-
We stayed here unexpectedly due to a cancellation at another hotel.;-;-;-;-;-;-
The king suite was lovely and had an almost full service kitchen.;-;-;-;positive;positive;-
We were pleasantly surprised.;-;-;-;-;-;-
The cleaning staff could have done a better job floors were not mopped during our stay and our room was missed one day.;-;-;-;negative;negative;-
The pool area is nice but bar service would be appreciated  at the  pool.;-;-;-;-;positive;-
The staff were helpful and friendly!;-;-;-;-;positive;-
Overall a good experience.;-;-;-;-;-;-
This hotel is right across from the wine train and a 5-minute walk from the downtown restaurants and tasting rooms.;-;positive;positive;positive;-;-
We stayed for July 4 and it was so nice to avoid traffic by walking to the fireworks and to be home within 10 minutes of the fireworks being done.;-;-;positive;-;-;-
The hotel staff is friendly.;-;-;-;-;positive;-
The place is clean.;positive;-;-;-;-;-
The pool is nice.;-;-;-;-;-;-
We'll be back next year!;-;-;-;-;-;-
The hotel is conveniently located near Oxbow market and a short walk into downtown Napa.;-;-;negative;-;-;-
The hotel partners with local wineries and the concierge desk will help you book the tastings.;-;-;-;-;positive;-
Cakebread and Pineridge we received free tastings and saved over 125 by using the concierge desk.;-;-;-;-;positive;-
Arrival and reaching room was great.;-;-;-;positive;-;-
Room was big and had plenty of niceties such as minifridge and small balcony.;-;-;-;positive;-;-
Excellent hotel with all amenities.;-;-;-;-;-;-
Heated pool gym big rooms.;-;-;-;positive;-;-
Daily wine tastes.;-;positive;-;-;-;-
Dog friendly.....and close to downtown Napa.;-;-;-;-;positive;-
Walking distance.;-;-;positive;-;-;-
Bright clean spacious friendly staff comfortable accommodations!;positive;-;-;-;positive;-
Close to great restaurants - both casual and upscale.;-;-;-;-;-;-
Loved a morning walk for coffee at nearby oxbow market too!;-;positive;positive;-;-;-
Great hotel fantastic staff great location!!;-;-;positive;-;positive;-
Didn't try the restaurant was on the go the whole time.;-;-;-;-;-;-
Pool and spa were popular.;-;-;-;-;-;-
Will definitely be back.;-;-;-;-;-;-
great hotel great service the bed was super comfortable short walk to downtown Napa.;-;-;positive;-;positive;-
I will definitely be back;-;-;-;-;-;-
Great location.;-;-;positive;-;-;-
Older property that needs some maintenance and upgrades: broken hair dryer dirty walls in need of paint etc.;negative;-;-;-;-;-
Extreme run down.;-;-;-;-;-;-
Location was good.;-;-;negative;-;-;-
They need to put some money in upgrades.;-;-;-;-;-;-
Very nosy as well;-;-;-;-;-;-
The hotel felt more like a motel but that being said location was great staff was wonderful and very accommodating.;-;-;positive;-;positive;-
And rooms very clean.;positive;-;-;positive;-;-
there is on parking.;-;-;-;-;-;-
we got there about 1:00 pm they said that we can not check in after 4:pm we left came back about 5 pm there was no parking had to park 1 block away.;-;-;-;-;-;-
rooms were not clean sinks were dirty;negative;-;-;negative;-;-
The toilet did not close properly after flush therefore it was a hassle to have to get up to reset the lever.;-;-;-;negative;-;-
Also all four of the coffee creamer was expired and was not able to be used or consumed.;-;negative;-;-;-;-
Hope they will be more deligent to keep them fresh.;-;-;-;-;-;-
Clean and comfortable.;positive;-;-;-;-;-
Great value.;-;-;-;-;-;-
Walking distance to Napa town wine tastings and great restaurants.;-;positive;positive;-;-;-
The motel style facility with the parking in the center court makes for a somewhat noisy environment in the second floor you could hear the maintenance person sweeping at a very early hour service vehicles and the usual traffic of the guess.;-;-;-;-;negative;-
As far as location perfect and the front desk very friendly.;-;-;positive;-;positive;-
No refrigerator.;-;-;-;-;-;-
No microwave.;-;-;-;negative;-;-
No phone.;-;-;-;-;-;-
We had a hair dryer fortunately lol;-;-;-;-;-;-
I enjoyed my stay.;-;-;-;-;-;-
The linens were clean crisp and felt great.;positive;-;-;-;-;-
Issue with comforter if untuckef just slips off you during the night.;-;-;negative;negative;negative;-
Rate it as a very good high 2 stars.;-;-;-;-;-;-
Hi Perfect small motel.;-;-;-;-;-;-
A bed shower tv and very comfortable.;-;-;-;positive;-;-
Only problem is that they recently remodeled - adding more room and not enough car spots.;-;-;-;positive;-;-
We had to find parking on the street as the lot was always full.;-;-;-;-;-;-
We stayed during a golf tournament and price was very reasonable;-;-;-;-;-;-
Nice hotel close to downtown shops dining and drinks.;-;positive;-;-;-;-
Easily walk to most destinations.;-;-;positive;-;-;-
Free parking.;-;-;-;-;-;-
Quick access to major roadways.;-;-;-;-;-;-
This could be a great place with a few fixes.;-;-;-;-;-;-
Lights fixed fan in bathroom.;-;-;-;-;-;-
Say limited free parking at hotel.;-;-;-;-;-;-
Housekeeping halfway did job.;-;-;-;-;-;-
Good price and walking distance to most shops in downtown Napa.;-;-;positive;-;-;-
Convenient location but way overpriced for what we got.;-;-;negative;-;-;-
I will be disputing this on my credit card.;-;negative;negative;negative;negative;-
No rooms so I didn’t stay here.;-;-;-;negative;-;-
The staff was friendly caring and seemed to really enjoy working there.;-;-;-;-;positive;-
I was there on business so it was for one night.;-;-;-;-;-;-
A good budget conscious decision.;-;-;-;-;-;-
Needed a refurbishment and better pillows;-;-;-;-;-;-
Staff was well informed about what was going on in the area they were very friendly as well.;-;-;positive;-;positive;-
Facility was in a great location but a little old.;-;-;-;-;-;-
The bathroom was nicely updated.;-;-;-;positive;-;-
Good standard and very friendly staff.;-;-;-;-;positive;-
Comfortable rooms and a really handy location with plenty of free parking;-;-;positive;positive;-;-
Sink was clogged in our room and the tub jets looked pretty dirty.;negative;-;-;negative;-;-
Great!;-;-;-;-;-;-
Nice hotel very clean Breakfast is good.;positive;positive;-;-;-;-
People very kind and helpful.;-;-;-;-;-;-
Excellent price per room;-;-;-;positive;-;-
Fast check in/out.;-;-;-;-;-;-
Room very clean.;positive;-;-;positive;-;-
Would have been nice to have 2 pouches of coffee instead of one and the bath towels could be bigger.;-;-;-;-;-;-
Great water pressure!;-;-;-;-;-;-
We really liked this motel.;-;-;-;-;-;-
Very well cared for motel.;-;-;-;-;-;-
Good food not too far away.;-;positive;positive;-;-;-
If in area would stay again;-;-;positive;-;-;-
Recently renovated very modern spacious very clean.;positive;-;-;-;-;-
Would definitely stay there again.;-;-;-;-;-;-
Well maintained property spacious rooms extremely comfy beds.;-;-;-;positive;-;-
very clean  comfortable owner is pleasant and helpful the grounds a well taken care of;positive;-;-;-;-;-
Great place;-;-;-;-;-;-
Excellent motel.;-;-;-;-;-;-
I think it was refurnished recently.;-;-;-;-;-;-
All in the room is new from carpet bed bathroom... All clean with no problems.;positive;-;-;positive;-;-
The only issue is the breakfast area.;-;positive;positive;-;-;-
Extremely small.;-;-;-;-;-;-
Great people who truly know about keeping pristine accommodations and hospitality Highly recommend;-;-;-;-;-;-
Excellent service;-;-;-;-;positive;-
Ok not for family n children though;-;-;-;-;-;-
Very nice staff comfortable room and bed.;-;-;-;positive;positive;-
Good location no complaints.;-;-;positive;-;-;-
The beds are not comfortable at all.;-;-;-;-;-;-
Hard as rocks.;-;-;-;-;-;-
Lots of smoke smell.;negative;-;-;-;-;-
No shampoo!;-;-;-;-;-;-
1 hairdryer for entire motel.;-;-;-;negative;-;-
Friendly staff but...;-;-;-;-;-;-
The hotel is clean the room was very clean and the staff were extremely friendly.;positive;-;-;positive;positive;-
Providing Breakfast would have been great.;-;positive;-;-;-;-
Hotel staff are awesome.;-;-;-;-;positive;-
Rooms are clean.;positive;-;-;positive;-;-
One pillow per bed towels a hit or miss didn't know what to expect everyday was different;-;-;-;-;-;-
The hotel is in a great location.;-;-;positive;-;-;-
The staff was very nice and very friendly.;-;-;-;-;positive;-
The room was sparce not even one of those cheesey paintings to brighten up the place.;-;-;-;negative;-;-
The bed was the worst part.;-;-;-;-;-;-
It was stiff in parts then others it sunk in.;-;-;-;-;-;-
I probably would have been better sleeping in my truck.;-;negative;negative;negative;negative;-
Great price and very friendly staff.;-;-;-;-;positive;-
Room was clean but foyer coffee area was not that tidy.;negative;negative;negative;negative;-;-
Whated a King bed but just got a double.;-;-;-;-;-;-
Stsy was nice.;-;-;-;-;-;-
I needed a pit stop so I found a cheap place to take a nap and head out in the morning.;-;-;-;-;-;-
The worse driveway that any business could have........loaded with holes !;-;-;-;-;-;-
Aside from that the place is clean and very nice.;positive;-;-;-;-;-
The blankets have holes in them house keeping make you bring your own trash and towels downstairs to them you always have to ask for towels soap and tissue and people hang out all in front of the place it makes you feel unsafe..;-;-;-;-;-;-
Total not worth the cheaper rate.;-;-;-;-;-;-
Tv barley worked whole hotel smelled like pine sol.;negative;-;-;negative;-;-
So bad I had to get full refund and leave.;-;-;-;-;-;-
Don’t waste your money or time here.;-;-;-;-;-;-
Great Hotel !;-;-;-;-;-;-
Very clean !;positive;-;-;-;-;-
Tasha / The Cleaning lady is very Respectful and Helpful !;positive;-;-;positive;-;-
We booked a room with a queen bed and got a room with a bed that was just a little bigger than a twin size.;-;-;-;negative;-;-
When I questioned staff about it they said it lists that it has a queen bed.;-;-;-;-;negative;-
So finally the morning of checkout they sent a maintenance guy to check the bed and he took one look and said yep that is definitely not a queen bed.;-;-;-;-;-;-
Thanks a lot for that timing.;-;-;-;-;-;-
They left food in the room from the people before us plus the mattress was had been soaked in blood we only found out because they left a EKG lead still stuck to the side of the bed.;-;-;-;negative;-;-
The bad thing about the whole thing is the front desk new about it and new what happened in at room.;-;-;-;negative;-;-
Nice motel close to the beach.;-;-;-;-;-;-
Friendly owner waited up for us for a late check on at 11pm;-;-;-;-;negative;-
Very convenient to everything - helpful staff - easy accessible from city;-;-;-;-;positive;-
Great sized room with a very comfortable bed.;-;-;-;positive;-;-
Heat pump kept room warm as toast and host very helpful;-;-;-;positive;-;-
Friendly prompt reception on arrival.;-;-;-;-;positive;-
The room was well presented clean and tidy.;positive;-;-;positive;-;-
The host was knowledgeable and suggested generally places worth visiting based on the reason I was in Napier.;-;-;-;-;-;-
A great place to stay for a couple and the Spa Bath was a great feature.;-;-;-;-;-;-
Great unit comfortable and well appointed.;-;-;-;-;-;-
Awesome location very clean and well maintained.;positive;-;positive;-;-;-
Great stay.;-;-;-;-;-;-
First time I’ve stayed at this motel.;-;-;-;-;-;-
May consider moving there permanently.;-;-;-;-;-;-
Only down side is there’s not heaps of parking.;-;-;-;-;-;-
10 carparks for 12 units.;-;-;-;-;-;-
Lovely big room very clean great location to kids playground and city centre.;positive;-;positive;positive;-;-
Owners lovely and very accommodating.;-;-;-;-;-;-
no lift to 3rd floor penthouse got charged  65 extra because my wife spilled part of a cup of tea on carpet .Do not go to restaraunt owner recommended next door it is rubbish we would not recommend this property;-;negative;-;negative;-;-
The room and property were always maintained to the highest level.;-;-;-;positive;-;-
The site is a short walk from downtown.;-;-;positive;-;-;-
There are numerous walking and bike riding areas nearby.;-;-;positive;-;-;-
The owners live onsite and are extremely attentive to any needs or requests.;-;-;-;-;-;-
Lovely place to say the least and our room was very very spacious.;-;-;-;positive;-;-
Great spot .;-;-;-;-;-;-
Opposite the seafront .;-;-;-;-;-;-
Handy to Napier township Very comfortable spacious and well equiped.;-;-;-;-;-;-
We has a nice room with a very comfy bed and everything was extremely clean.;positive;-;-;positive;-;-
Reception was very friendly and hotel is very close to beach and center of town.;-;-;-;-;positive;-
We were able to park in front of our room.;-;-;-;-;-;-
A perfect place to stay.;-;-;-;-;-;-
My Husband and I spent two days last week at Motel de la Mer in Napier and enjoyed it very much.;-;-;-;-;-;-
Our hosts were friendly and helpful.;-;-;-;-;positive;-
We stayed in a ground floor serviced unit with a huge spa bath.;-;-;-;-;positive;-
The king sized bed was warm and comfortable and the unit was spotlessly clean.;positive;-;-;-;-;-
It was walking distance from many good restaurants and only two blocks from town and had lovely sea views.It was very quiet in spite of being on a main road.;-;-;positive;-;-;-
Very nice furnishings in room.;-;-;-;positive;-;-
Nice bathrooms.;-;-;-;positive;-;-
TV is a bit outdated.;-;-;-;positive;-;-
Very clean and tidy.;positive;-;-;-;-;-
Balcony and view was the best.;-;-;-;positive;-;-
Beautiful room with everything you need.;-;-;-;positive;-;-
Very comfortable will definitely stay here again.;-;-;-;-;-;-
Awesome friendly service  on arrival I received a room uparade.;-;-;-;positive;positive;-
Great room with an enormous spa bath.;-;-;-;positive;-;-
Amazing view of the water and close to town.;-;-;-;-;-;-
Ok. Good location handy to walk to restaurants with sea views.;-;-;negative;-;-;-
Average accomodation nothing special but very clean.;positive;-;-;-;-;-
We stayed in an ocean view apartment for 4 nights... the apartment was a decent size  and with a small kitchenette as well all very clean and well maintained.;positive;-;-;-;-;-
The staff were all friendly and helpful would recommend booking If you want somewhere that is just a short walk into Napier town.;-;-;positive;-;positive;-
We spent a night here on our New Zealand road trip.;-;-;-;-;-;-
Very pleasant motel room contained everything we needed.;-;-;-;positive;-;-
Very good price- happy to recommend;-;-;-;-;-;-
Fabulous!!!;-;-;-;-;-;-
Love the Nautilus perfect location facilities and great restaurant.;-;-;positive;-;-;-
Lovely service ;-;-;-;-;positive;-
Excellent location view across the beach nice spa in the room nice bathroom very comfortable lounge fairly quiet AC.;-;-;-;positive;-;-
Only small thing wrong was no hairdryer;-;-;-;positive;-;-
I was so surprised when I went inside the room to discover how large the space was.;-;-;-;positive;-;-
Everything was generous and comfortable.;-;-;-;-;-;-
The bed was really comfortable.;-;-;-;-;-;-
Loved the spa bath in the room.;-;-;-;positive;-;-
Wonderful having a deck to enjoy the view of the ocean.;-;-;-;-;-;-
Ordered room service .....prompt and delicious.;-;-;-;positive;positive;-
Excellent upto date room with great views.;-;-;-;positive;-;-
Made the short stay more enjoyable.;-;-;-;-;-;-
